[2015-05-23 17:01:24] Loader validated at [191,86,1274] in the overworld, owner=<server>, #chunks=1
[2015-05-23 17:01:24] Loader validated at [204,84,1294] in the overworld, owner=<server>, #chunks=25
[2015-05-23 17:01:24] Loader validated at [197,86,1291] in the overworld, owner=<server>, #chunks=49
[2015-05-23 17:01:24] Loader validated at [191,86,1285] in the overworld, owner=<server>, #chunks=1
[2015-05-23 17:01:24] Loader validated at [191,86,1280] in the overworld, owner=<server>, #chunks=1
[2015-05-23 17:01:24] Loader validated at [191,86,1292] in the overworld, owner=<server>, #chunks=1
[2015-05-23 17:01:24] Loader validated at [-412,127,555] in the overworld, owner=SketchBox, #chunks=49
[2015-05-23 17:01:24] Loader validated at [191,86,1296] in the overworld, owner=<server>, #chunks=1
[2015-05-23 17:08:09] Loader removed (chunks will stay loaded for one second) at [191,86,1292] in the overworld, owner=<server>, #chunks=1
[2015-05-23 17:08:09] Loader added at [191,86,1292] in the overworld, owner=<server>, #chunks=9
[2015-05-23 17:08:13] Loader removed (chunks will stay loaded for one second) at [191,86,1285] in the overworld, owner=<server>, #chunks=1
[2015-05-23 17:08:13] Loader added at [191,86,1285] in the overworld, owner=<server>, #chunks=9
[2015-05-23 17:08:18] Loader removed (chunks will stay loaded for one second) at [191,86,1280] in the overworld, owner=<server>, #chunks=1
[2015-05-23 17:08:18] Loader added at [191,86,1280] in the overworld, owner=<server>, #chunks=9
[2015-05-23 17:08:24] Loader removed (chunks will stay loaded for one second) at [191,86,1274] in the overworld, owner=<server>, #chunks=1
[2015-05-23 17:08:24] Loader added at [191,86,1274] in the overworld, owner=<server>, #chunks=9
[2015-05-23 17:08:29] Loader removed (chunks will stay loaded for one second) at [191,86,1269] in the overworld, owner=<server>, #chunks=1
[2015-05-23 17:08:29] Loader added at [191,86,1269] in the overworld, owner=<server>, #chunks=9
[2015-05-23 17:08:34] Loader added at [185,86,1264] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-23 17:08:34] Loader removed (chunks will stay loaded for one second) at [185,86,1264] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-23 17:08:34] Loader added at [185,86,1264] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-23 17:08:34] Loader validated at [185,86,1264] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-23 17:08:34] Loader removed (chunks will stay loaded for one second) at [185,86,1264] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-23 17:08:34] Loader added at [185,86,1264] in the overworld, owner=Gr8Gildersleeve, #chunks=1
[2015-05-23 17:08:36] Loader removed (chunks will stay loaded for one second) at [185,86,1264] in the overworld, owner=Gr8Gildersleeve, #chunks=1
[2015-05-23 17:08:36] Loader added at [185,86,1264] in the overworld, owner=Gr8Gildersleeve, #chunks=9
[2015-05-23 17:08:41] Loader removed (chunks will stay loaded for one second) at [185,86,1264] in the overworld, owner=Gr8Gildersleeve, #chunks=9
[2015-05-23 17:08:41] Loader added at [185,86,1264] in the overworld, owner=<server>, #chunks=9
[2015-05-23 17:08:48] Loader added at [219,87,1263] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-23 17:08:48] Loader removed (chunks will stay loaded for one second) at [219,87,1263] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-23 17:08:48] Loader added at [219,87,1263] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-23 17:08:48] Loader validated at [219,87,1263] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-23 17:08:48] Loader removed (chunks will stay loaded for one second) at [219,87,1263] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-23 17:08:48] Loader added at [219,87,1263] in the overworld, owner=Gr8Gildersleeve, #chunks=1
[2015-05-23 17:08:50] Loader removed (chunks will stay loaded for one second) at [219,87,1263] in the overworld, owner=Gr8Gildersleeve, #chunks=1
[2015-05-23 17:08:50] Loader added at [219,87,1263] in the overworld, owner=Gr8Gildersleeve, #chunks=9
[2015-05-23 17:08:51] Loader removed (chunks will stay loaded for one second) at [219,87,1263] in the overworld, owner=Gr8Gildersleeve, #chunks=9
[2015-05-23 17:08:51] Loader added at [219,87,1263] in the overworld, owner=<server>, #chunks=9
[2015-05-23 17:09:07] Loader added at [176,81,1253] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-23 17:09:07] Loader removed (chunks will stay loaded for one second) at [176,81,1253] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-23 17:09:07] Loader added at [176,81,1253] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-23 17:09:07] Loader validated at [176,81,1253] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-23 17:09:07] Loader removed (chunks will stay loaded for one second) at [176,81,1253] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-23 17:09:07] Loader added at [176,81,1253] in the overworld, owner=Gr8Gildersleeve, #chunks=1
[2015-05-23 17:09:10] Loader removed (chunks will stay loaded for one second) at [176,81,1253] in the overworld, owner=Gr8Gildersleeve, #chunks=1
[2015-05-23 17:09:10] Loader added at [176,81,1253] in the overworld, owner=Gr8Gildersleeve, #chunks=9
[2015-05-23 17:09:10] Loader removed (chunks will stay loaded for one second) at [176,81,1253] in the overworld, owner=Gr8Gildersleeve, #chunks=9
[2015-05-23 17:09:10] Loader added at [176,81,1253] in the overworld, owner=Gr8Gildersleeve, #chunks=25
[2015-05-23 17:09:10] Loader removed (chunks will stay loaded for one second) at [176,81,1253] in the overworld, owner=Gr8Gildersleeve, #chunks=25
[2015-05-23 17:09:10] Loader added at [176,81,1253] in the overworld, owner=Gr8Gildersleeve, #chunks=49
[2015-05-23 17:09:12] Loader removed (chunks will stay loaded for one second) at [176,81,1253] in the overworld, owner=Gr8Gildersleeve, #chunks=49
[2015-05-23 17:09:12] Loader added at [176,81,1253] in the overworld, owner=<server>, #chunks=49
[2015-05-23 17:10:10] Loader added at [202,81,1280] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-23 17:10:10] Loader removed (chunks will stay loaded for one second) at [202,81,1280] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-23 17:10:10] Loader added at [202,81,1280] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-23 17:10:10] Loader validated at [202,81,1280] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-23 17:10:10] Loader removed (chunks will stay loaded for one second) at [202,81,1280] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-23 17:10:10] Loader added at [202,81,1280] in the overworld, owner=Gr8Gildersleeve, #chunks=1
[2015-05-23 17:10:11] Loader removed (chunks will stay loaded for one second) at [202,81,1280] in the overworld, owner=Gr8Gildersleeve, #chunks=1
[2015-05-23 17:10:11] Loader added at [202,81,1280] in the overworld, owner=Gr8Gildersleeve, #chunks=9
[2015-05-23 17:10:12] Loader removed (chunks will stay loaded for one second) at [202,81,1280] in the overworld, owner=Gr8Gildersleeve, #chunks=9
[2015-05-23 17:10:12] Loader added at [202,81,1280] in the overworld, owner=Gr8Gildersleeve, #chunks=25
[2015-05-23 17:10:12] Loader removed (chunks will stay loaded for one second) at [202,81,1280] in the overworld, owner=Gr8Gildersleeve, #chunks=25
[2015-05-23 17:10:12] Loader added at [202,81,1280] in the overworld, owner=Gr8Gildersleeve, #chunks=49
[2015-05-23 17:10:14] Loader removed (chunks will stay loaded for one second) at [202,81,1280] in the overworld, owner=Gr8Gildersleeve, #chunks=49
[2015-05-23 17:10:14] Loader added at [202,81,1280] in the overworld, owner=<server>, #chunks=49
[2015-05-23 17:29:26] Loader added at [-434,165,731] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-23 17:29:26] Loader removed (chunks will stay loaded for one second) at [-434,165,731] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-23 17:29:26] Loader added at [-434,165,731] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-23 17:29:26] Loader validated at [-434,165,731] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-23 17:29:26] Loader removed (chunks will stay loaded for one second) at [-434,165,731] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-23 17:29:26] Loader added at [-434,165,731] in the overworld, owner=Gr8Gildersleeve, #chunks=1
[2015-05-23 17:29:28] Loader removed (chunks will stay loaded for one second) at [-434,165,731] in the overworld, owner=Gr8Gildersleeve, #chunks=1
[2015-05-23 17:29:28] Loader added at [-434,165,731] in the overworld, owner=Gr8Gildersleeve, #chunks=9
[2015-05-23 17:29:28] Loader removed (chunks will stay loaded for one second) at [-434,165,731] in the overworld, owner=Gr8Gildersleeve, #chunks=9
[2015-05-23 17:29:28] Loader added at [-434,165,731] in the overworld, owner=<server>, #chunks=9
[2015-05-24 08:07:21] Loader added at [260,86,1243] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:07:21] Loader removed (chunks will stay loaded for one second) at [260,86,1243] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:07:21] Loader added at [260,86,1243] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:21] Loader validated at [260,86,1243] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:21] Loader removed (chunks will stay loaded for one second) at [260,86,1243] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:21] Loader added at [260,86,1243] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:07:24] Loader added at [260,86,1254] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:07:24] Loader removed (chunks will stay loaded for one second) at [260,86,1254] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:07:24] Loader added at [260,86,1254] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:24] Loader validated at [260,86,1254] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:24] Loader removed (chunks will stay loaded for one second) at [260,86,1254] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:24] Loader added at [260,86,1254] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:07:27] Loader added at [260,86,1263] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:07:27] Loader removed (chunks will stay loaded for one second) at [260,86,1263] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:07:27] Loader added at [260,86,1263] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:27] Loader validated at [260,86,1263] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:27] Loader removed (chunks will stay loaded for one second) at [260,86,1263] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:27] Loader added at [260,86,1263] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:07:32] Loader added at [260,86,1273] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:07:32] Loader removed (chunks will stay loaded for one second) at [260,86,1273] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:07:32] Loader added at [260,86,1273] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:32] Loader validated at [260,86,1273] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:32] Loader removed (chunks will stay loaded for one second) at [260,86,1273] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:32] Loader added at [260,86,1273] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:07:36] Loader added at [260,86,1287] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:07:36] Loader removed (chunks will stay loaded for one second) at [260,86,1287] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:07:36] Loader added at [260,86,1287] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:36] Loader validated at [260,86,1287] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:36] Loader removed (chunks will stay loaded for one second) at [260,86,1287] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:36] Loader added at [260,86,1287] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:07:44] Loader added at [248,86,1287] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:07:44] Loader removed (chunks will stay loaded for one second) at [248,86,1287] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:07:44] Loader added at [248,86,1287] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:44] Loader validated at [248,86,1287] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:44] Loader removed (chunks will stay loaded for one second) at [248,86,1287] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:44] Loader added at [248,86,1287] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:07:51] Loader added at [235,85,1287] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:07:51] Loader removed (chunks will stay loaded for one second) at [235,85,1287] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:07:51] Loader added at [235,85,1287] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:51] Loader validated at [235,85,1287] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:51] Loader removed (chunks will stay loaded for one second) at [235,85,1287] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:07:51] Loader added at [235,85,1287] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:08:00] Loader added at [236,86,1275] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:08:00] Loader removed (chunks will stay loaded for one second) at [236,86,1275] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:08:00] Loader added at [236,86,1275] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:08:00] Loader validated at [236,86,1275] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:08:00] Loader removed (chunks will stay loaded for one second) at [236,86,1275] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:08:00] Loader added at [236,86,1275] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:08:01] Loader removed (chunks will stay loaded for one second) at [236,86,1275] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:08:01] Loader invalidated/removed at [236,86,1275] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:08:01] Loader removed by SketchBox at [236,86,1275] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:08:02] Loader added at [236,85,1276] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:08:02] Loader removed (chunks will stay loaded for one second) at [236,85,1276] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:08:02] Loader added at [236,85,1276] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:08:02] Loader validated at [236,85,1276] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:08:02] Loader removed (chunks will stay loaded for one second) at [236,85,1276] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:08:02] Loader added at [236,85,1276] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:08:05] Loader added at [235,85,1265] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:08:05] Loader removed (chunks will stay loaded for one second) at [235,85,1265] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:08:05] Loader added at [235,85,1265] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:08:05] Loader validated at [235,85,1265] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:08:05] Loader removed (chunks will stay loaded for one second) at [235,85,1265] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:08:05] Loader added at [235,85,1265] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:08:07] Loader added at [236,85,1253] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:08:07] Loader removed (chunks will stay loaded for one second) at [236,85,1253] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:08:07] Loader added at [236,85,1253] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:08:07] Loader validated at [236,85,1253] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:08:07] Loader removed (chunks will stay loaded for one second) at [236,85,1253] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:08:07] Loader added at [236,85,1253] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:08:09] Loader added at [236,85,1244] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:08:09] Loader removed (chunks will stay loaded for one second) at [236,85,1244] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:08:09] Loader added at [236,85,1244] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:08:09] Loader validated at [236,85,1244] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:08:09] Loader removed (chunks will stay loaded for one second) at [236,85,1244] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:08:09] Loader added at [236,85,1244] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:08:13] Loader added at [247,85,1243] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:08:13] Loader removed (chunks will stay loaded for one second) at [247,85,1243] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:08:13] Loader added at [247,85,1243] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:08:13] Loader validated at [247,85,1243] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:08:13] Loader removed (chunks will stay loaded for one second) at [247,85,1243] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:08:13] Loader added at [247,85,1243] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:20:28] Loader added at [249,86,1244] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:20:28] Loader removed (chunks will stay loaded for one second) at [249,86,1244] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:20:28] Loader added at [249,86,1244] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:20:28] Loader validated at [249,86,1244] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:20:28] Loader removed (chunks will stay loaded for one second) at [249,86,1244] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:20:28] Loader added at [249,86,1244] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:20:29] Loader added at [248,86,1244] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:20:29] Loader removed (chunks will stay loaded for one second) at [248,86,1244] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 08:20:29] Loader added at [248,86,1244] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:20:29] Loader validated at [248,86,1244] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:20:29] Loader removed (chunks will stay loaded for one second) at [248,86,1244] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 08:20:29] Loader added at [248,86,1244] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:20:36] Loader removed (chunks will stay loaded for one second) at [249,86,1244] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:20:36] Loader invalidated/removed at [249,86,1244] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:20:36] Loader removed by SketchBox at [249,86,1244] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:20:42] Loader removed (chunks will stay loaded for one second) at [248,86,1244] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:20:42] Loader invalidated/removed at [248,86,1244] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 08:20:42] Loader removed by SketchBox at [248,86,1244] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 09:47:05] Loader removed (chunks will stay loaded for one second) at [-412,127,555] in the overworld, owner=SketchBox, #chunks=49
[2015-05-24 09:47:05] Loader invalidated/removed at [-412,127,555] in the overworld, owner=SketchBox, #chunks=49
[2015-05-24 09:47:05] Loader removed by SketchBox at [-412,127,555] in the overworld, owner=SketchBox, #chunks=49
[2015-05-24 09:52:21] Loader added at [-519,93,293] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 09:52:21] Loader removed (chunks will stay loaded for one second) at [-519,93,293] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 09:52:21] Loader added at [-519,93,293] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 09:52:21] Loader validated at [-519,93,293] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 09:52:21] Loader removed (chunks will stay loaded for one second) at [-519,93,293] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 09:52:21] Loader added at [-519,93,293] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 09:52:25] Loader removed (chunks will stay loaded for one second) at [-519,93,293] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 09:52:25] Loader added at [-519,93,293] in the overworld, owner=SketchBox, #chunks=9
[2015-05-24 09:52:25] Loader removed (chunks will stay loaded for one second) at [-519,93,293] in the overworld, owner=SketchBox, #chunks=9
[2015-05-24 09:52:25] Loader added at [-519,93,293] in the overworld, owner=SketchBox, #chunks=25
[2015-05-24 09:52:25] Loader removed (chunks will stay loaded for one second) at [-519,93,293] in the overworld, owner=SketchBox, #chunks=25
[2015-05-24 09:52:25] Loader added at [-519,93,293] in the overworld, owner=SketchBox, #chunks=49
[2015-05-24 09:52:27] Loader removed (chunks will stay loaded for one second) at [-519,93,293] in the overworld, owner=SketchBox, #chunks=49
[2015-05-24 09:52:27] Loader added at [-519,93,293] in the overworld, owner=SketchBox, #chunks=25
[2015-05-24 09:54:40] Loader removed (chunks will stay loaded for one second) at [-519,93,293] in the overworld, owner=SketchBox, #chunks=25
[2015-05-24 09:54:40] Loader invalidated/removed at [-519,93,293] in the overworld, owner=SketchBox, #chunks=25
[2015-05-24 09:54:40] Loader removed by SketchBox at [-519,93,293] in the overworld, owner=SketchBox, #chunks=25
[2015-05-24 09:55:59] Loader added at [-421,127,552] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 09:55:59] Loader removed (chunks will stay loaded for one second) at [-421,127,552] in the overworld, owner=<data lost; report this bug>, #chunks=0
[2015-05-24 09:55:59] Loader added at [-421,127,552] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 09:55:59] Loader validated at [-421,127,552] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 09:55:59] Loader removed (chunks will stay loaded for one second) at [-421,127,552] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 09:55:59] Loader added at [-421,127,552] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 09:56:01] Loader removed (chunks will stay loaded for one second) at [-421,127,552] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 09:56:01] Loader added at [-421,127,552] in the overworld, owner=SketchBox, #chunks=9
[2015-05-24 09:56:01] Loader removed (chunks will stay loaded for one second) at [-421,127,552] in the overworld, owner=SketchBox, #chunks=9
[2015-05-24 09:56:01] Loader added at [-421,127,552] in the overworld, owner=SketchBox, #chunks=25
[2015-05-24 09:56:02] Loader removed (chunks will stay loaded for one second) at [-421,127,552] in the overworld, owner=SketchBox, #chunks=25
[2015-05-24 09:56:02] Loader added at [-421,127,552] in the overworld, owner=SketchBox, #chunks=49
[2015-05-24 09:56:03] Loader removed (chunks will stay loaded for one second) at [-421,127,552] in the overworld, owner=SketchBox, #chunks=49
[2015-05-24 09:56:03] Loader added at [-421,127,552] in the overworld, owner=SketchBox, #chunks=25
[2015-05-24 09:56:09] Loader removed (chunks will stay loaded for one second) at [-421,127,552] in the overworld, owner=SketchBox, #chunks=25
[2015-05-24 09:56:09] Loader added at [-421,127,552] in the overworld, owner=SketchBox, #chunks=9
[2015-05-24 09:56:13] Loader removed (chunks will stay loaded for one second) at [-421,127,552] in the overworld, owner=SketchBox, #chunks=9
[2015-05-24 09:56:13] Loader added at [-421,127,552] in the overworld, owner=SketchBox, #chunks=25
[2015-05-24 11:11:25] Loader removed (chunks will stay loaded for one second) at [-421,127,552] in the overworld, owner=SketchBox, #chunks=25
[2015-05-24 11:11:25] Loader invalidated/removed at [-421,127,552] in the overworld, owner=SketchBox, #chunks=25
[2015-05-24 12:49:52] Log opened
[2015-05-24 12:49:58] Loaded world info for the overworld
[2015-05-24 12:49:58] Loader validated at [-431,165,757] in the overworld, owner=<server>, #chunks=9
[2015-05-24 12:49:59] Loader validated at [-408,165,742] in the overworld, owner=<server>, #chunks=9
[2015-05-24 12:49:59] Loader validated at [-411,165,754] in the overworld, owner=<server>, #chunks=1
[2015-05-24 12:49:59] Loader validated at [-401,165,764] in the overworld, owner=Gr8Gildersleeve, #chunks=1
[2015-05-24 12:49:59] Loader validated at [-399,61,740] in the overworld, owner=<server>, #chunks=9
[2015-05-24 12:50:00] Loader validated at [-434,165,731] in the overworld, owner=<server>, #chunks=9
[2015-05-24 12:50:01] Loader validated at [229,86,1277] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 12:50:01] Loader validated at [229,86,1271] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 12:50:01] Loader validated at [236,85,1276] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 12:50:01] Loader validated at [235,85,1265] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 12:50:01] Loader validated at [236,85,1253] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 12:50:02] Loader validated at [248,86,1287] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 12:50:02] Loader validated at [231,86,1283] in the overworld, owner=<data lost; report this bug>, #chunks=1
[2015-05-24 12:50:02] Loader validated at [235,85,1287] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 12:50:02] Loader validated at [260,86,1287] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 12:50:02] Loader validated at [260,86,1273] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 12:50:02] Loader validated at [260,86,1263] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 12:50:02] Loader validated at [260,86,1254] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 12:50:02] Loader validated at [260,86,1243] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 12:50:02] Loader validated at [247,85,1243] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 12:50:02] Loader validated at [236,85,1244] in the overworld, owner=SketchBox, #chunks=1
[2015-05-24 12:50:02] Loader validated at [218,86,1270] in the overworld, owner=<server>, #chunks=1
[2015-05-24 12:50:02] Loader validated at [218,86,1276] in the overworld, owner=<server>, #chunks=1
[2015-05-24 12:50:02] Loader validated at [212,86,1264] in the overworld, owner=<data lost; report this bug>, #chunks=49
[2015-05-24 12:50:02] Loader validated at [220,86,1289] in the overworld, owner=<server>, #chunks=1
[2015-05-24 12:50:02] Loader validated at [220,86,1282] in the overworld, owner=<server>, #chunks=1
[2015-05-24 12:50:02] Loader validated at [185,86,1264] in the overworld, owner=<server>, #chunks=9
[2015-05-24 12:50:02] Loader validated at [191,86,1269] in the overworld, owner=<server>, #chunks=9
[2015-05-24 12:50:02] Loader validated at [191,86,1274] in the overworld, owner=<server>, #chunks=9
